,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
118,2018 Ford Endeavour,Diesel,"46,000 kms",2198,Automatic,12.62 kmpl,7,White,158,Disc,Disc,-,1837,1860,4892,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,25 Lakh
119,2017 Hyundai i20,Diesel,"69,000 kms",1396,Manual,22.54 kmpl,5,Red,88.73,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.5 Lakh
120,2017 Hyundai i20,Diesel,"69,000 kms",1396,Manual,22.54 kmpl,5,Red,88.73,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.5 Lakh
121,2018 Ford Ecosport,Diesel,"50,000 kms",1498,Manual,23.0 kmpl,5,Grey,98.96,Ventilated Disc,Drum,-,1647,1765,3998,1690Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,8.25 Lakh
122,2016 Honda City,Petrol,"64,000 kms",1497,Automatic,18.0 kmpl,5,Grey,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,8.4 Lakh
123,2016 Mahindra Bolero,Diesel,"68,000 kms",2523,Manual,15.96 kmpl,7,White,62.1,Disc,Drum,-,1880,1745,4107,-,-,117 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.51 Lakh
124,2010 Maruti Alto,Petrol,"28,000 kms",796,Manual,19.7 kmpl,5,Beige,46.3,Disc,Drum,-,1460,1475,3495,1140,-,137km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,2.05 Lakh
125,2020 Hyundai Verna,Petrol,"2,500 kms",1591,Manual,17.0 kmpl,5,Black,121.3,Disc,Drum,-,1475,1729,4440,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,12.35 Lakh
126,2016 Mahindra Thar,Diesel,"40,000 kms",2523,Manual,18.06 kmpl,7,Black,63,Disc,Drum,-,1904,1640,3760,-,-,150 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7.5 Lakh
127,2015 Nissan Evalia,Diesel,"55,000 kms",1461,Manual,19.3 kmpl,7,White,84.8,Disc,Drum,-,1860,1700,4400,-,-,176 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4.9 Lakh
128,2018 Maruti Swift Dzire,Petrol,"73,000 kms",1197,Manual,21.21 kmpl,5,White,81.8,Disc,Drum,-,1515,1735,3995,1315Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.9 Lakh
129,2016 Hyundai Grand i10,Petrol,"63,000 kms",1197,Automatic,18.9 kmpl,5,Grey,82,Disc,Drum,-,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.5 Lakh
130,2004 Honda City,Petrol,"90,815 kms",1493,Manual,12.8 kmpl,5,Silver,100,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,1.65 Lakh
131,2016 Maruti SX4 S Cross,Diesel,"68,000 kms",1248,Manual,23.65 kmpl,5,White,88.5,Ventilated Disc,Solid Disc,-,1595,1785,4300,1670,-,160 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.95 Lakh
132,2018 Datsun RediGO,Petrol,"11,000 kms",999,Automatic,22.5 kmpl,5,White,67,Disc,Drum,-,1541,1560,3429,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,4.25 Lakh
133,2013 Toyota Innova,Diesel,"72,000 kms",2494,Manual,12.99 kmpl,8,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,-,1760,1760,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.25 Lakh
134,2019 Kia Seltos,Diesel,"35,000 kms",1493,Automatic,17.8 kmpl,5,Grey,113.4,Disc,Disc,-,1645,1800,4315,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,15.75 Lakh
135,2014 Hyundai Elantra,Diesel,"65,221 kms",1582,Automatic,19.5 kmpl,5,Red,126.24,Disc,Disc,-,1470,1775,4530,1640,-,191km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,5.75 Lakh
136,2017 Toyota Innova Crysta,Diesel,"22,700 kms",2755,Automatic,11.36 kmpl,7,Violet,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,17.9 Lakh
137,2009 Hyundai Getz,Petrol,"61,000 kms",1086,Manual,15.0 kmpl,5,Black,66.6,Ventilated Disc,Drum,-,1515,1665,3825,1450,-,148 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,1.75 Lakh
138,2010 Maruti Eeco,Petrol,"24,000 kms",1196,Manual,16.11 kmpl,5,White,72.42,Disc,Drum,-,1825,1475,3675,1510,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,2.9 Lakh
139,2019 Tata Tiago,Petrol,"38,000 kms",1199,Manual,23.84 kmpl,5,Silver,84,Disc,Drum,-,1535,1647,3746,-,-,150 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4.9 Lakh
140,2020 Tata Harrier,Diesel,"11,000 kms",1956,Automatic,17.0 kmpl,5,White,167.63,Disc,Drum,-,1706,1894,4598,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,19.9 Lakh
141,2019 Honda Jazz,Petrol,"11,542 kms",1199,Automatic,17.1 kmpl,5,White,88.5,Disc,Drum,-,1544,1694,3989,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,8.25 Lakh
142,2016 Mahindra KUV 100,Diesel,"55,663 kms",1198,Manual,25.32 kmpl,6,White,77,Disc,Drum,-,1655,1715,3675,-,-,160 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,2.79 Lakh
143,2018 Maruti Swift,Diesel,"37,383 kms",1248,Automatic,28.4 kmpl,5,Midnight Blue,74,Disc,Drum,-,1530,1735,3840,1405,-,172.6 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.9 Lakh
144,2017 Maruti SX4 S Cross,Diesel,"65,000 kms",1248,Manual,23.65 kmpl,5,Grey,88.5,Ventilated Disc,Solid Disc,-,1595,1785,4300,1670,-,160 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7.75 Lakh
145,2016 Audi Q7,Diesel,"27,000 kms",2967,Automatic,14.75 kmpl,7,White,245,Ventilated Disc,Ventilated Disc,-,1740,2212,5052,2925,-,234 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,52 Lakh
146,2014 Nissan Terrano,Petrol,"55,000 kms",1598,Manual,13.24 kmpl,5,Silver,102.5,Disc,Drum,-,1671,2000,4331,1755,-,164 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4.75 Lakh
147,2018 Maruti Vitara Brezza,Diesel,"52,793 kms",1248,Manual,24.3 kmpl,5,White,88.5,Ventilated Disc,Drum,-,1640,1790,3995,1680,-,172 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7.7 Lakh
148,2013 BMW 5 Series,Diesel,"89,000 kms",1995,Automatic,18.12 kmpl,5,Grey,190,Ventilated Disc,Ventilated Disc,-,1464,2102,4907,-,-,231 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,17.9 Lakh
149,2018 Maruti Ciaz,Petrol,"51,000 kms",1462,Manual,21.56 kmpl,5,Blue,103.25,Ventilated Disc,Drum,-,1485,1730,4490,1520 Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,8.5 Lakh
150,2016 Hyundai Grand i10,Diesel,"71,000 kms",1120,Manual,24.0 kmpl,5,Blue,70,Disc,Drum,-,1520,1660,3765,-,-,157 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4.5 Lakh
151,2017 Tata Hexa,Diesel,"48,700 kms",2179,Manual,17.6 kmpl,7,Grey,153.86,Disc,Disc,-,1785,1900,4788,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,9.75 Lakh
152,2018 Hyundai Creta,Diesel,"64,000 kms",1582,Automatic,17.01 kmpl,5,White,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,11.5 Lakh
153,2017 Ford Figo Aspire,Diesel,"68,001 kms",1498,Manual,25.83 kmpl,5,White,99,Ventilated Disc,Drum,-,1525,1695,3995,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6 Lakh
154,2019 Maruti Ciaz,Diesel,"31,001 kms",1498,Manual,26.82 kmpl,5,Silver,93.87,Ventilated Disc,Drum,-,1485,1730,4490,1590,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,9.25 Lakh
155,2013 Renault Pulse,Diesel,"21,764 kms",1461,Manual,23.08 kmpl,5,Silver,63.12,Ventilated Disc,Drum,-,1525,1665,3805,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,3.5 Lakh
156,2017 Volkswagen Ameo,Diesel,"29,000 kms",1498,Manual,21.66 kmpl,5,White,108.62,Ventilated Disc,Drum,-,1483,1682,3995,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6 Lakh
157,2015 Maruti SX4 S Cross,Diesel,"60,428 kms",1598,Manual,22.7 kmpl,5,White,118,Ventilated Disc,Solid Disc,-,1590,1765,4300,1740,-,180 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.5 Lakh
158,2020 Renault Triber,Petrol,"9,331 kms",999,Manual,20.0 kmpl,7,Blue,72,Disc,Drum,-,1643,1739,3990,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.5 Lakh
159,2020 Mahindra XUV500,Diesel,"17,700 kms",2179,Manual,15.1 kmpl,7,Silver,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,13.9 Lakh
160,2020 BMW 3 Series,Diesel,"12,000 kms",1995,Automatic,20.37 kmpl,5,Blue,187.74,Disc,Disc,-,1435,1827,4709,-,-,243Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,39 Lakh
161,2011 Honda City,Petrol,"78,000 kms",1497,Manual,17.0 kmpl,5,Grey,118,Disc,Drum,-,1480,1695,4420,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,4 Lakh
162,2017 Toyota Fortuner,Diesel,"74,035 kms",2755,Automatic,15.04 kmpl,7,White,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2735Kg,-,157.3 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,27.49 Lakh
163,2015 Toyota Innova,Diesel,"55,000 kms",2494,Manual,12.8 kmpl,7,Grey,102,Ventilated Disc,Drum,-,"1,755","1,770","4,580",2300,-,151 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,10 Lakh
164,2019 Renault Duster,Diesel,"42,000 kms",1461,Manual,19.87 kmpl,5,Brown,83.8,Disc,Drum,-,1695,1822,4315,1777,-,156 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,8.5 Lakh
165,2015 Hyundai i20 Active,Diesel,"48,250 kms",1396,Manual,21.19 kmpl,5,White,88.73,Disc,Drum,-,1555,1760,3995,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.4 Lakh
166,2015 Maruti Swift Dzire,Diesel,"58,000 kms",1248,Manual,28.4 kmpl,5,White,74.02,Disc,Drum,-,1515,1735,3995,1405Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,5 Lakh
167,2019 Maruti Swift Dzire,Diesel,"55,000 kms",1248,Manual,28.4 kmpl,5,White,74.02,Disc,Drum,-,1515,1735,3995,1405Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,7.25 Lakh
168,2017 Maruti Ciaz,Diesel,"71,000 kms",1248,Manual,28.09 kmpl,5,Grey,88.5,Ventilated Disc,Drum,-,1485,1730,4490,1595,-,190 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7.25 Lakh
169,2018 Tata Hexa,Diesel,"76,000 kms",2179,Manual,17.6 kmpl,7,Blue,153.86,Disc,Disc,-,1785,1900,4788,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,9.9 Lakh
170,2018 Mahindra TUV 300,Diesel,"66,000 kms",1493,Manual,18.49 kmpl,7,Black,100,Disc,Drum,-,1826,1835,3995,2225,-,156 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7 Lakh
171,2019 Maruti Ciaz,Petrol,"45,000 kms",1462,Manual,21.56 kmpl,5,Silver,103.25,Ventilated Disc,Drum,-,1485,1730,4490,1520 Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,9.25 Lakh
172,2018 Mahindra Bolero,Diesel,"74,000 kms",2523,Manual,13.6 kmpl,8,White,63,Disc,Drum,-,1880,1660,4170,-,-,117km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,5.65 Lakh
173,2013 Chevrolet Enjoy,Diesel,"85,693 kms",1248,Manual,18.2 kmpl,7,Grey,73.8,Disc,Drum,-,1750,1680,4305,1930,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,3.49 Lakh
174,2019 Mahindra XUV500,Diesel,"40,000 kms",2179,Manual,15.1 kmpl,7,White,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,12.75 Lakh
175,2018 Hyundai Creta,Petrol,"28,000 kms",1591,Automatic,13.0 kmpl,5,Grey,121.3,Disc,Drum,-,1630,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,11.25 Lakh
176,2012 Mahindra XUV500,Diesel,"83,000 kms",2179,Manual,15.1 kmpl,7,Violet,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.9 Lakh
177,2013 Toyota Etios,Diesel,"64,000 kms",1364,Manual,23.59 kmpl,5,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,3.75 Lakh
178,2014 Volvo XC60,Diesel,"1,14,000 kms",1984,Automatic,14.7 kmpl,5,White,181,Disc,Disc,-,1713,2120,4627,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,16.51 Lakh
179,2017 Honda Jazz,Petrol,"27,000 kms",1199,Manual,18.7 kmpl,5,Maroon,88.7,Disc,Drum,-,1544,1694,3955,-,-,172 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.5 Lakh
180,2013 Hyundai Verna,Diesel,"70,000 kms",1582,Manual,22.32 kmpl,5,White,126.32,Disc,Disc,-,1475,1700,4370,-,-,190km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,4.51 Lakh
181,2016 Ford Endeavour,Diesel,"63,000 kms",3198,Automatic,10.91 kmpl,7,White,197,Disc,Disc,-,1837,1860,4892,-,-,160.2 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,24.5 Lakh
182,2018 Hyundai Creta,Diesel,"54,000 kms",1582,Manual,19.67 kmpl,5,White,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,12.5 Lakh
183,2019 Hyundai Venue,Petrol,"31,492 kms",998,Manual,18.27 kmpl,5,Blue,118.35,Disc,Drum,-,1605,1770,3995,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,9.7 Lakh
184,2012 Volkswagen Vento,Diesel,"63,940 kms",1598,Manual,20.54 kmpl,5,White,103.6,Disc,Drum,-,1466,1699,4384,1760,-,186km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,3.51 Lakh
185,2017 Toyota Fortuner,Diesel,"84,000 kms",2755,Manual,14.24 kmpl,7,White,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2735Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,27.5 Lakh
186,2016 Maruti Ertiga,Diesel,"69,000 kms",1248,Manual,24.52 kmpl,7,White,88.5,Ventilated Disc,Drum,-,1685,1695,4296,-,-,160 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.91 Lakh
187,2012 Hyundai Sonata,Diesel,"60,000 kms",1991,Automatic,11.8 kmpl,5,White,150,Vantilated Disc,Solid Disc,-,"1,485","1,832","4,800",-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,5.5 Lakh
188,2014 Honda City,Diesel,"51,000 kms",1498,Manual,26.0 kmpl,5,Golden,98.6,Disc,Drum,-,1495,1695,4440,-,-,175 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.51 Lakh
189,2015 Audi A4,Diesel,"47,000 kms",1968,Automatic,17.11 kmpl,5,White,174.33,Ventilated Disc,Disc,-,1427,2040,4701,2055,-,222 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,18.5 Lakh
190,2019 Jaguar XE,Diesel,"20,000 kms",1999,Automatic,13.6 kmpl,5,Grey,177,Disc,Disc,-,1416,2075,4795,2135,-,228 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,32.5 Lakh
191,2016 Maruti Baleno,Petrol,"53,000 kms",1197,Automatic,21.4 kmpl,5,Grey,83.1,Disc,Drum,-,1510,1745,3995,1360,-,180 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.75 Lakh
192,2011 Maruti Swift Dzire,Diesel,"65,000 kms",1248,Manual,19.3 kmpl,5,Silver,73.9,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,2.9 Lakh
193,2017 Mahindra KUV 100,Petrol,"7,000 kms",1198,Manual,18.15 kmpl,6,Grey,82,Disc,Drum,-,1655,1735,3700,-,-,160 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4.6 Lakh
194,2017 Ford Figo,Diesel,"19,000 kms",1498,Manual,25.83 kmpl,5,White,99,Ventilated Disc,Drum,-,1525,1695,3886,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.9 Lakh
195,2008 Honda Civic,Petrol,"55,000 kms",1799,Manual,13.5 kmpl,5,Silver,130,Ventilated Disc,Disc,-,1450,1750,4545,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,2.75 Lakh
196,2017 Mahindra Thar,Diesel,"48,000 kms",2498,Manual,16.55 kmpl,6,Grey,105,Disc,Drum,-,1930,1726,3920,-,-,154 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,8.25 Lakh
197,2018 Toyota Etios,Diesel,"48,000 kms",1364,Manual,23.59 kmpl,5,White,67.05,Ventilated DIsc,Drum,-,1510,1695,4369,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.51 Lakh
198,2019 Maruti Swift Dzire,Diesel,"58,000 kms",1248,Manual,19.3 kmpl,5,White,73.9,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.9 Lakh
199,2020 Hyundai Aura,Diesel,"10,000 kms",1186,Manual,25.35 kmpl,5,Silver,73.97,Disc,Drum,-,1520,1680,3995,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,7.9 Lakh
200,2012 Toyota Etios Liva,Diesel,"56,000 kms",1364,Manual,23.59 kmpl,5,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,3.25 Lakh
201,2019 MG Hector,Diesel,"31,500 kms",1956,Manual,17.41 kmpl,5,Red,167.68,Disc,Disc,-,1760,1835,4655,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,17.75 Lakh
202,2014 Toyota Innova,Diesel,"65,000 kms",2494,Manual,12.99 kmpl,8,Grey,100.6,Ventilated Disc,Drum,-,1760,1765,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,7.25 Lakh
203,2020 Skoda Superb,Petrol,"15,981 kms",1984,Automatic,15.1 kmpl,5,White,187.74,Disc,Disc,-,1469,1864,4869,2098,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,32.75 Lakh
204,2017 Hyundai Creta,Diesel,"50,000 kms",1396,Manual,22.1 kmpl,5,Black,88.7,Disc,Drum,-,1665,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,8.75 Lakh
205,2018 Honda Amaze,Diesel,"39,000 kms",1498,Automatic,21.0 kmpl,5,Maroon,78.9,Disc,Drum,-,1501,1695,3995,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,7.75 Lakh
206,2017 Toyota Fortuner,Diesel,"58,000 kms",2755,Manual,14.24 kmpl,7,White,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2610Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,26.4 Lakh
207,2010 Maruti Zen Estilo,Petrol,"64,000 kms",1061,Manual,19.5 kmpl,-,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,1.85 Lakh
208,2009 Honda Civic,Petrol,"51,000 kms",1799,Manual,13.5 kmpl,5,Silver,130,Disc,Drum,-,1450,1750,4545,-,-,206 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,3 Lakh
209,2018 Mercedes-Benz GLC,Petrol,"15,000 kms",1991,Automatic,11.5 kmpl,5,Blue,245,Disc,Disc,-,1639,1890,4656,2400,-,222 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,45 Lakh
210,2016 Honda City,Petrol,"37,000 kms",1497,Automatic,18.0 kmpl,5,Brown,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,8.9 Lakh
211,2015 Mahindra XUV500,Diesel,"89,000 kms",2179,Manual,16.0 kmpl,7,Silver,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,8.91 Lakh
212,2014 Honda City,Diesel,"65,000 kms",1498,Manual,26.0 kmpl,5,Brown,98.6,Disc,Drum,-,1495,1695,4440,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.9 Lakh
213,2020 Maruti Swift,Petrol,"13,000 kms",1197,Automatic,21.21 kmpl,5,White,81.8,Disc,Drum,-,1530,1735,3840,1315,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.9 Lakh
214,2011 Nissan Micra,Diesel,"67,000 kms",1461,Manual,23.08 kmpl,5,White,63.1,Ventilated Disc,Drum,-,1525,1665,3825,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,2.25 Lakh
215,2009 Toyota Innova,Diesel,"76,000 kms",2494,Manual,12.8 kmpl,8,White,102,Ventilated Disc,Drum,-,"1,755","1,770","4,580",2300,-,151 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,4 Lakh
216,2015 Mercedes-Benz A Class,Diesel,"67,000 kms",2143,Automatic,20.0 kmpl,5,Red,107.3,Disc,Disc,-,1433,1780,4292,2000,-,190km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,14.5 Lakh
217,2011 Audi A4,Diesel,"1,47,000 kms",1968,Automatic,16.55 kmpl,5,Black,147.51,Ventilated Disc,Disc,-,1427,2040,4701,2065,-,210km/hr,https://www.cardekho.com/used-cars+in+ahmedabad,9.45 Lakh
218,2017 Hyundai Grand i10,Diesel,"44,200 kms",1186,Manual,24.0 kmpl,5,White,73.97,Disc,Drum,-,1520,1660,3765,-,-,151.63 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.25 Lakh
219,2018 Hyundai Verna,Diesel,"80,000 kms",1582,Automatic,22.0 kmpl,5,Maroon,126.2,Disc,Drum,-,1475,1729,4440,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,10.5 Lakh
220,2018 Hyundai Verna,Diesel,"80,000 kms",1582,Automatic,22.0 kmpl,5,Maroon,126.2,Disc,Drum,-,1475,1729,4440,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,10.5 Lakh
221,2017 Volkswagen Tiguan,Diesel,"1,01,000 kms",1968,Automatic,16.65 kmpl,5,White,141,Disc,Disc,-,1672,1839,4486,2250,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,21.5 Lakh
222,2019 BMW X3,Diesel,"18,000 kms",1995,Automatic,16.55 kmpl,5,Blue,187.7,Disc,Disc,-,1676,1891,4708,-,-,213 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,54 Lakh
223,2013 Toyota Etios,Diesel,"68,000 kms",1364,Manual,23.59 kmpl,5,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,3.9 Lakh
224,2014 Ford Figo,Diesel,"55,632 kms",1399,Manual,20.0 kmpl,5,White,68.05,Ventilated Discs,Drum,-,1427,1680,3795,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,2.7 Lakh
225,2017 Hyundai Grand i10,Diesel,"44,200 kms",1186,Manual,24.0 kmpl,5,White,73.97,Disc,Drum,-,1520,1660,3765,-,-,151.63 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.25 Lakh
226,2018 Maruti Swift Dzire,Petrol,"62,348 kms",1197,Manual,21.21 kmpl,5,Red,81.8,Disc,Drum,-,1515,1735,3995,1315Kg,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.11 Lakh
227,2011 Toyota Innova,Diesel,"79,000 kms",2494,Manual,12.8 kmpl,8,White,102,Ventilated Disc,Drum,-,"1,755","1,770","4,580",2300,-,151 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.25 Lakh
228,2017 Hyundai i20,Diesel,"52,000 kms",1396,Manual,22.54 kmpl,5,White,88.73,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.75 Lakh
229,2011 Hyundai i10,Petrol,"76,385 kms",1086,Manual,19.81 kmpl,5,White,68.05,Ventilated Disc,Drum,-,1550,1595,3585,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,2.75 Lakh
230,2016 Ford Ecosport,Diesel,"52,000 kms",1498,Manual,22.77 kmpl,5,White,98.59,Ventilated Disc,Drum,-,1708,1765,3999,-,-,182 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.8 Lakh
231,2018 Hyundai Creta,Petrol,"27,000 kms",1591,Manual,13.0 kmpl,5,Silver,121.3,Disc,Drum,-,1630,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,11.5 Lakh
232,2015 Maruti Ciaz,Diesel,"65,243 kms",1248,Manual,26.21 kmpl,5,Grey,88.5,Ventilated Discs,Drum,-,1485,1730,4490,1585,-,160 kmph,https://www.cardekho.com/used-cars+in+ahmedabad,5.25 Lakh
233,2016 Honda Amaze,Petrol,"28,000 kms",1198,Automatic,15.5 kmpl,5,White,86.7,Disc,Drum,-,1505,1680,3990,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+ahmedabad,6.9 Lakh
234,2019 Hyundai Grand i10 Nios,Petrol,"5,000 kms",1197,Automatic,20.7 kmpl,5,Blue,81.86,Disc,Drum,-,1520,1680,3805,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,6.95 Lakh
235,2020 Volkswagen Vento,Petrol,"27,000 kms",999,Automatic,16.35 kmpl,5,White,108.62,Disc,Drum,-,1467,1699,4390,1700,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,11.75 Lakh
236,2020 Hyundai Creta,Diesel,"12,000 kms",1493,Automatic,18.5 kmpl,5,White,113.42,Disc,Disc,-,1635,1790,4300,-,-,-,https://www.cardekho.com/used-cars+in+ahmedabad,18.45 Lakh
