,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
8138,2014 Hyundai i20,Diesel,"82,580 kms",1396,Manual,22.54 kmpl,5,Red,88.73,Disc,Drum,295-litres,1505,1734,3985,-,6.5,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.59 Lakh
8139,2018 Maruti Swift Dzire,Petrol,"8,949 kms",1197,Manual,22 kmpl,5,Other,81.8,Ventilated Disc,Drum,378,1515,1735,3995,1315Kg,9.5,,https://www.cardekho.com/used-cars+in+mumbai,7.07 Lakh
8140,2015 Maruti Celerio,Petrol,"33,818 kms",998,Manual,23.1 kmpl,5,White,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,9,150 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.3 Lakh
8141,2014 Maruti Wagon R,Petrol,"52,825 kms",998,Manual,20.51 kmpl,5,Other,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,6,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.22 Lakh
8142,2013 Hyundai Grand i10,Petrol,"76,026 kms",1197,Automatic,18.9 kmpl,5,Silver,82,Disc,Drum,256-liters,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+mumbai,3.87 Lakh
8143,2017 Hyundai Grand i10,Petrol,"52,806 kms",1197,Manual,18.9 kmpl,5,Other,82,Disc,Drum,256-liters,1520,1660,3765,-,9,165 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.55 Lakh
8144,2020 Maruti Celerio,Petrol,"11,817 kms",998,Automatic,23.1 kmpl,5,Grey,67.04,Ventilated Disc,Drum,235-litres,1565,1600,3695,1250,9.5,150 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.3 Lakh
8145,2013 Maruti Wagon R,Petrol,"18,877 kms",998,Manual,21.79 kmpl,5,White,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.28 Lakh
8146,2014 Maruti Wagon R,Petrol,"27,788 kms",998,Automatic,20.51 kmpl,5,Silver,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,8.5,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.53 Lakh
8147,2019 Hyundai Grand i10,Petrol,"3,811 kms",1197,Automatic,18.9 kmpl,5,Other,81.86,Disc,Drum,256,1520,1660,3765,-,9.5,165 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.09 Lakh
8148,2017 Maruti Wagon R,Petrol,"23,051 kms",998,Automatic,21.79 kmpl,5,Grey,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,-,,https://www.cardekho.com/used-cars+in+mumbai,4.3 Lakh
8149,2017 Maruti Celerio,Petrol,"28,176 kms",998,Manual,23.1 kmpl,5,Red,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,9,150 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4 Lakh
8150,2017 Maruti Wagon R,Petrol,"23,604 kms",998,Manual,20.51 kmpl,5,Grey,67,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.76 Lakh
8151,2017 Maruti Swift Dzire,Diesel,"95,455 kms",1248,Automatic,28.4 kmpl,5,Blue,74.02,Disc,Drum,378,1515,1735,3995,1405Kg,-,,https://www.cardekho.com/used-cars+in+mumbai,6.43 Lakh
8152,2015 Maruti Swift Dzire,Petrol,"35,420 kms",1197,Manual,20.85 kmpl,5,Grey,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,8.5,158 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.47 Lakh
8153,2014 Hyundai i20,Petrol,"65,916 kms",1197,Manual,18.6 kmpl,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,8.5,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.76 Lakh
8154,2016 Maruti Celerio,Petrol,"40,530 kms",998,Manual,23.1 kmpl,5,Red,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,9,150 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.39 Lakh
8155,2019 Hyundai Santro,Petrol,"35,559 kms",1086,Automatic,20.3 kmpl,5,Red,68,Disc,Drum,235,1560,1645,3610,-,9,,https://www.cardekho.com/used-cars+in+mumbai,4.56 Lakh
8156,2014 Maruti Wagon R,Petrol,"28,181 kms",998,Manual,21.79 kmpl,5,White,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,9,,https://www.cardekho.com/used-cars+in+mumbai,3.84 Lakh
8157,2015 Hyundai i20,Petrol,"56,817 kms",1197,Manual,18.6 kmpl,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,9,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.66 Lakh
8158,2016 Volkswagen Ameo,Petrol,"43,913 kms",1198,Manual,17 kmpl,5,White,73.75,Disc,Drum,330 Ltrs,1483,1682,3995,-,-,,https://www.cardekho.com/used-cars+in+mumbai,4.63 Lakh
8159,2018 Hyundai Santro,Petrol,"21,817 kms",1086,Manual,20.3 kmpl,5,White,68,Disc,Drum,235,1560,1645,3610,-,9.5,,https://www.cardekho.com/used-cars+in+mumbai,4.76 Lakh
8160,2014 Maruti Swift,Diesel,"78,866 kms",1248,Manual,22.9 kmpl,5,Grey,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,8.5,158km/hr,https://www.cardekho.com/used-cars+in+mumbai,4.88 Lakh
8161,2014 Maruti Wagon R,Petrol,"47,921 kms",998,Automatic,21.79 kmpl,5,Blue,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.54 Lakh
8162,2015 Renault Duster,Diesel,"61,175 kms",1461,Manual,19.87 kmpl,5,White,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1766,9,156 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.4 Lakh
8163,2012 Hyundai i20,Diesel,"68,702 kms",1396,Manual,21.9 kmpl,5,White,88.76,Disc,Drum,,1505,1710,3995,-,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.37 Lakh
8164,2013 Maruti Swift,Diesel,"66,094 kms",1248,Automatic,22.9 kmpl,5,Blue,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,6.5,158km/hr,https://www.cardekho.com/used-cars+in+mumbai,4.38 Lakh
8165,2017 Maruti Wagon R,Petrol,"13,657 kms",998,Automatic,21.79 kmpl,5,Other,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,6,,https://www.cardekho.com/used-cars+in+mumbai,4.51 Lakh
8166,2012 Maruti Wagon R,Petrol,"35,020 kms",998,Manual,21.79 kmpl,5,Silver,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,7.5,,https://www.cardekho.com/used-cars+in+mumbai,3.86 Lakh
8167,2014 Maruti Wagon R,Petrol,"89,043 kms",998,Manual,20.51 kmpl,5,Other,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,-,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.09 Lakh
8168,2017 Maruti Swift,Diesel,"51,267 kms",1248,Automatic,25.2 kmpl,5,Other,74,Ventilated Disc,Drum,204-liters,1530,1735,3840,1405,-,155 Kmph,https://www.cardekho.com/used-cars+in+mumbai,6.33 Lakh
8169,2016 Maruti Wagon R,Petrol,"19,533 kms",998,Automatic,21.79 kmpl,5,Silver,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,-,,https://www.cardekho.com/used-cars+in+mumbai,4.02 Lakh
8170,2016 Maruti Swift,Petrol,"1,534 kms",1197,Manual,20.4 kmpl,5,Grey,81.8,Ventilated Disc,Drum,204-liters,1530,1735,3840,1315,-,165 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.93 Lakh
8171,2016 Honda Jazz,Petrol,"21,761 kms",1199,Automatic,18.7 kmpl,5,White,88.7,Disc,Drum,354-litres,1544,1694,3955,-,7.5,172 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.43 Lakh
8172,2017 Maruti Wagon R,Petrol,"41,100 kms",998,Automatic,20.51 kmpl,5,White,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,-,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.26 Lakh
8173,2015 Maruti Wagon R,Petrol,"24,374 kms",998,Manual,20.51 kmpl,5,White,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,5,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.81 Lakh
8174,2017 Maruti Celerio,CNG,"96,021 kms",998,Automatic,30.47 km/kg,5,Silver,58.33,Ventilated Disc,Drum,,1560,1600,3695,1350,8.5,,https://www.cardekho.com/used-cars+in+mumbai,4.3 Lakh
8175,2013 Maruti Swift,Petrol,"83,193 kms",1197,Automatic,18.6 kmpl,5,White,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,-,160km/hr,https://www.cardekho.com/used-cars+in+mumbai,3.88 Lakh
8176,2018 Maruti Alto 800,Petrol,"20,132 kms",796,Manual,24.7 kmpl,5,White,47.3,Solid Disc,Drum,177-litres,1475,1490,3430,1185,9.5,140 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.5 Lakh
8177,2016 Maruti Wagon R,Petrol,"18,881 kms",998,Automatic,20.51 kmpl,5,Blue,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.71 Lakh
8178,2016 Maruti Swift Dzire,Petrol,"60,456 kms",1197,Manual,20.85 kmpl,5,White,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,8.5,158 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.72 Lakh
8179,2018 Maruti Swift Dzire,Diesel,"20,204 kms",1248,Automatic,28.4 kmpl,5,Blue,74.02,Disc,Drum,378,1515,1735,3995,1405Kg,9.5,,https://www.cardekho.com/used-cars+in+mumbai,7.53 Lakh
8180,2013 Maruti Wagon R,Petrol,"41,698 kms",998,Manual,21.79 kmpl,5,Blue,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,8.5,,https://www.cardekho.com/used-cars+in+mumbai,2.9 Lakh
8181,2016 Maruti Wagon R,Petrol,"57,818 kms",998,Manual,20.51 kmpl,5,Silver,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.9 Lakh
8182,2016 Maruti Wagon R,Petrol,"11,791 kms",998,Manual,20.51 kmpl,5,Grey,67,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.16 Lakh
8183,2017 Maruti Wagon R,Petrol,"1,782 kms",998,Manual,21.79 kmpl,5,Red,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,9,,https://www.cardekho.com/used-cars+in+mumbai,4.39 Lakh
8184,2019 Maruti Wagon R,Petrol,"23,326 kms",1197,Manual,20.52 kmpl,5,Silver,81.8,Disc,Drum,341 Litres,1675,1620,3655,1340,9.5,,https://www.cardekho.com/used-cars+in+mumbai,5.78 Lakh
8185,2015 Hyundai i20,Petrol,"33,507 kms",1197,Manual,18.6 kmpl,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,9,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.62 Lakh
8186,2017 Maruti Wagon R,Petrol,"26,920 kms",998,Manual,21.79 kmpl,5,Silver,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,7.5,,https://www.cardekho.com/used-cars+in+mumbai,4.36 Lakh
8187,2014 Hyundai i20,Petrol,"65,892 kms",1197,Manual,18.6 kmpl,5,Silver,81.83,Disc,Drum,295-litres,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.56 Lakh
8188,2016 Maruti Vitara Brezza,Diesel,"42,561 kms",1248,Manual,24.3 kmpl,5,Grey,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,9,172 kmph,https://www.cardekho.com/used-cars+in+mumbai,7.8 Lakh
8189,2017 Maruti Swift Dzire,Diesel,"67,605 kms",1248,Manual,26.59 kmpl,5,Grey,74,Ventilated Disc,Drum,320-liters,1555,1695,3995,1505,9,169 Kmph,https://www.cardekho.com/used-cars+in+mumbai,6.98 Lakh
8190,2016 Hyundai Grand i10,Petrol,"49,946 kms",1197,Automatic,18.9 kmpl,5,Orange,82,Disc,Drum,256-liters,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.19 Lakh
8191,2012 Maruti Swift Dzire,Petrol,"90,346 kms",1197,Manual,19.1 kmpl,5,Black,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,8,169 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.63 Lakh
8192,2016 Hyundai i20,Petrol,"47,040 kms",1197,Manual,18.6 kmpl,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,9,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.9 Lakh
8193,2011 Hyundai i20,Petrol,"50,796 kms",1197,Manual,17 kmpl,5,Red,78.4,Disk,Drum,,1505,1710,3940,-,8.5,,https://www.cardekho.com/used-cars+in+mumbai,2.94 Lakh
8194,2016 Maruti Swift,Diesel,"89,758 kms",1248,Automatic,28.4 kmpl,5,Grey,74,Disc,Drum,268,1530,1735,3840,1405Kg,-,,https://www.cardekho.com/used-cars+in+mumbai,5.36 Lakh
8195,2018 Maruti Swift,Diesel,"67,521 kms",1248,Manual,28.4 kmpl,5,Grey,74,Disc,Drum,268-litres,1530,1735,3840,1405Kg,6.5,,https://www.cardekho.com/used-cars+in+mumbai,6.2 Lakh
8196,2011 Hyundai i20,Petrol,"84,571 kms",1197,Manual,17 kmpl,5,White,78.4,Disk,Drum,,1505,1710,3940,-,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.18 Lakh
8197,2016 Maruti Vitara Brezza,Diesel,"42,182 kms",1248,Manual,24.3 kmpl,5,Other,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,9.5,172 kmph,https://www.cardekho.com/used-cars+in+mumbai,8.3 Lakh
8198,2016 Hyundai Grand i10,Petrol,"25,961 kms",1197,Manual,18.9 kmpl,5,Other,82,Disc,Drum,256-liters,1520,1660,3765,-,-,163 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.57 Lakh
8199,2016 Honda Jazz,Petrol,"15,359 kms",1199,Manual,18.7 kmpl,5,Other,88.7,Disc,Drum,354-litres,1544,1694,3955,-,9,172 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.67 Lakh
8200,2009 Toyota Corolla Altis,Petrol,"79,738 kms",1798,Manual,14.28 kmpl,5,Other,138.03,Ventilated Disc,Solid Disc,470,1475,1775,4620,1660,6.5,200 Kmph,https://www.cardekho.com/used-cars+in+mumbai,2.84 Lakh
8201,2015 Maruti Swift Dzire,Petrol,"26,605 kms",1197,Manual,20.85 kmpl,5,Red,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,9,158 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.46 Lakh
8202,2018 Maruti Wagon R,Petrol,"19,243 kms",998,Manual,20.51 kmpl,5,White,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.61 Lakh
8203,2017 Maruti Swift,Petrol,"11,881 kms",1197,Manual,20.4 kmpl,5,Grey,81.8,Ventilated Disc,Drum,204-liters,1530,1735,3840,1315,9.5,165 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.73 Lakh
8204,2016 Maruti Wagon R,Petrol,"24,975 kms",998,Manual,21.79 kmpl,5,White,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,9,,https://www.cardekho.com/used-cars+in+mumbai,3.7 Lakh
8205,2017 Maruti Alto 800,CNG,"54,682 kms",796,Manual,33.44 kmpl,4,Grey,40.3,Solid Disc,Drum,177-litres,1475,1490,3430,1185,9,140 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.14 Lakh
8206,2016 Maruti Wagon R,Petrol,"23,918 kms",998,Manual,21.79 kmpl,5,Silver,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,9,,https://www.cardekho.com/used-cars+in+mumbai,3.82 Lakh
8207,2015 Maruti Wagon R,Petrol,"53,611 kms",998,Manual,20.51 kmpl,5,Grey,67,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.71 Lakh
8208,2018 Maruti Wagon R,Petrol,"27,199 kms",998,Manual,21.79 kmpl,5,White,67.05,Disc,Drum,341 Litres,1675,1620,3655,1340,9,,https://www.cardekho.com/used-cars+in+mumbai,4.55 Lakh
8209,2017 Maruti Wagon R,Petrol,"35,386 kms",998,Automatic,20.51 kmpl,5,Grey,67,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,9,152 kmph,https://www.cardekho.com/used-cars+in+mumbai,4.3 Lakh
8210,2017 Maruti Swift Dzire,Petrol,"10,268 kms",1197,Manual,22 kmpl,5,Grey,81.8,Ventilated Disc,Drum,378,1515,1735,3995,1315Kg,8.5,,https://www.cardekho.com/used-cars+in+mumbai,6.53 Lakh
8211,2016 Honda Jazz,Diesel,"44,629 kms",1498,Manual,27.3 kmpl,5,Brown,98.6,Disc,Drum,354-litres,1544,1694,3955,-,9,172 Kmph,https://www.cardekho.com/used-cars+in+mumbai,6.03 Lakh
8212,2014 Maruti Swift,Petrol,"70,471 kms",1197,Manual,18.6 kmpl,5,White,85.8,Ventilated Disc,Drum,,1530,1695,3850,1415,7,,https://www.cardekho.com/used-cars+in+mumbai,4.47 Lakh
8213,2014 Hyundai Grand i10,Petrol,"1,07,803 kms",1197,Manual,18.9 kmpl,5,Red,82,Disc,Drum,256-liters,1520,1660,3765,-,8.5,165 Kmph,https://www.cardekho.com/used-cars+in+mumbai,3.18 Lakh
8214,2018 Maruti Celerio,Petrol,"34,081 kms",998,Manual,23.1 kmpl,5,Other,67.04,Ventilated Disc,Drum,235-litres,1560,1600,3695,1250,9,150 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.18 Lakh
8215,2010 Hyundai i20,Petrol,"48,632 kms",1197,Manual,17 kmpl,5,Other,78.4,Disk,Drum,,1505,1710,3940,-,5,,https://www.cardekho.com/used-cars+in+mumbai,2.6 Lakh
8216,2020 Maruti S-Presso,Petrol,"8,641 kms",998,Manual,21.7 kmpl,5,Silver,67.05,Ventilated Disc,Drum,270,1564,1520,3565,1170,9.5,,https://www.cardekho.com/used-cars+in+mumbai,4.96 Lakh
8217,2015 Maruti Swift Dzire,Petrol,"31,216 kms",1197,Manual,20.85 kmpl,5,Grey,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,9,158 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.21 Lakh
8218,2016 Maruti Vitara Brezza,Diesel,"39,209 kms",1248,Manual,24.3 kmpl,5,White,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,9.5,172 kmph,https://www.cardekho.com/used-cars+in+mumbai,7.67 Lakh
8219,2016 Maruti Baleno,Petrol,"24,995 kms",1197,Automatic,21.4 kmpl,5,Blue,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,8,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.85 Lakh
8220,2018 Maruti Baleno,Petrol,"25,268 kms",1197,Manual,21.01 kmpl,5,Other,81.8,Disc,Drum,339-litres,1510,1745,3995,1340,-,,https://www.cardekho.com/used-cars+in+mumbai,5.99 Lakh
8221,2015 Ford Figo Aspire,Petrol,"37,687 kms",1196,Manual,18.16 kmpl,5,Other,86.8,Ventilated Disc,Drum,359-litre,1525,1695,3995,-,7.5,157 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.33 Lakh
8222,2019 Hyundai Venue,Diesel,"12,873 kms",1396,Automatic,23.7 kmpl,5,White,88.76,Disc,Drum,350 L,1605,1770,3995,-,9.5,,https://www.cardekho.com/used-cars+in+mumbai,9.31 Lakh
8223,2018 Maruti Alto 800,CNG,"33,126 kms",796,Manual,33.44 kmpl,4,Silver,40.3,Solid Disc,Drum,177-litres,1475,1490,3430,1185,9.5,140 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.63 Lakh
8224,2018 Ford Figo Aspire,Petrol,"17,439 kms",1194,Manual,19.4 kmpl,5,White,94.93,Ventilated Disc,Drum,359 Litres,1525,1704,3995,-,9.5,,https://www.cardekho.com/used-cars+in+mumbai,6 Lakh
8225,2011 Maruti Swift Dzire,Petrol,"67,325 kms",1197,Manual,19.1 kmpl,5,Grey,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,7.5,169 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.12 Lakh
8226,2020 Maruti Baleno,Petrol,"4,203 kms",1197,Manual,21.4 kmpl,5,Other,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,9.5,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,7.62 Lakh
8227,2012 Hyundai Grand i10,Petrol,"46,372 kms",1197,Manual,20.36 kmpl,5,Grey,78.9,Ventilated Disc,Drum,,1550,1595,3585,-,6,,https://www.cardekho.com/used-cars+in+mumbai,2.62 Lakh
8228,2015 Maruti Baleno,Petrol,"43,605 kms",1197,Manual,21.4 kmpl,5,Other,83.1,Disc,Drum,339-litres,1510,1745,3995,1360,9,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.7 Lakh
8229,2017 Maruti Swift Dzire,Petrol,"26,717 kms",1197,Manual,22 kmpl,5,Other,81.8,Ventilated Disc,Drum,378,1515,1735,3995,1315Kg,9,,https://www.cardekho.com/used-cars+in+mumbai,6.21 Lakh
8230,2016 Maruti Baleno,Petrol,"44,881 kms",1197,Manual,21.4 kmpl,5,Other,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,-,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.47 Lakh
8231,2017 Ford Figo Aspire,Diesel,"64,511 kms",1498,Manual,25.83 kmpl,5,Other,99,Ventilated Disc,Drum,359-litres,1525,1695,3995,-,9,170 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.67 Lakh
8232,2017 Maruti Baleno,Petrol,"10,266 kms",1197,Manual,21.4 kmpl,5,Blue,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,7.5,180 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.6 Lakh
8233,2008 Maruti Alto,Petrol,"41,641 kms",796,Manual,19.7 kmpl,5,Silver,46.3,Disc,Drum,,1460,1475,3495,1140,-,137km/hr,https://www.cardekho.com/used-cars+in+mumbai,1.13 Lakh
8234,2008 Maruti Alto,Petrol,"40,642 kms",796,Manual,19.7 kmpl,5,Blue,46.3,Disc,Drum,,1460,1475,3495,1140,7,137km/hr,https://www.cardekho.com/used-cars+in+mumbai,1.25 Lakh
8235,2015 Maruti Swift Dzire,Diesel,"23,131 kms",1248,Manual,26.59 kmpl,5,Silver,74,Ventilated Disc,Drum,320-liters,1555,1695,3995,1505,-,169 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.55 Lakh
8236,2012 Hyundai Verna,Diesel,"52,521 kms",1582,Manual,22.32 kmpl,5,Other,126.3,Disc,Disc,,1475,1700,4370,-,-,,https://www.cardekho.com/used-cars+in+mumbai,4.5 Lakh
8237,2015 Renault Duster,Diesel,"1,14,710 kms",1461,Manual,19.87 kmpl,5,Silver,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1766,9,156 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.53 Lakh
8238,2019 Hyundai Verna,Petrol,"10,749 kms",1591,Automatic,17 kmpl,5,Other,121.3,Disc,Drum,480,1475,1729,4440,-,9.5,,https://www.cardekho.com/used-cars+in+mumbai,9.37 Lakh
8239,2015 Honda Amaze,Petrol,"29,709 kms",1198,Manual,18 kmpl,5,Red,86.7,Disc,Drum,400-litres,1505,1680,3990,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+mumbai,4.45 Lakh
8240,2015 Hyundai Verna,Petrol,"51,009 kms",1591,Manual,17.01 kmpl,5,Red,121.3,Disc,Drum,465-litres,1475,1700,4375,-,9.5,196 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.59 Lakh
8241,2013 Hyundai i10,Petrol,"53,305 kms",1197,Manual,20.36 kmpl,5,Grey,78.9,Ventilated Disc,Drum,,1550,1595,3565,-,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.14 Lakh
8242,2018 Maruti Vitara Brezza,Diesel,"34,311 kms",1248,Manual,24.3 kmpl,5,Silver,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,9.5,172 kmph,https://www.cardekho.com/used-cars+in+mumbai,9.97 Lakh
8243,2013 Hyundai Verna,Petrol,"60,034 kms",1591,Manual,17.01 kmpl,5,Grey,121.3,Disc,Drum,465-litre,1475,1700,4375,-,8.5,196km/hr,https://www.cardekho.com/used-cars+in+mumbai,4.41 Lakh
8244,2014 Hyundai Verna,Diesel,"89,087 kms",1582,Manual,19.08 kmpl,5,White,126.32,Disc,Disc,465-litre,1475,1700,4370,-,8.5,190km/hr,https://www.cardekho.com/used-cars+in+mumbai,5.71 Lakh
8245,2012 Honda Brio,Petrol,"37,904 kms",1198,Manual,18.4 kmpl,5,White,86.8,Disc,Drum,,1500,1680,3610,-,6.5,,https://www.cardekho.com/used-cars+in+mumbai,2.4 Lakh
8246,2018 Hyundai Verna,Petrol,"15,194 kms",1591,Manual,17 kmpl,5,Red,121.3,Disc,Drum,480,1475,1729,4440,-,9.5,,https://www.cardekho.com/used-cars+in+mumbai,9.27 Lakh
8247,2011 Ford Figo,Diesel,"87,311 kms",1399,Automatic,20 kmpl,5,Grey,68,Ventilated Discs,Drum,284 Liters,1427,1680,3795,-,8,148km/hr,https://www.cardekho.com/used-cars+in+mumbai,2.11 Lakh
8248,2013 Hyundai i10,Petrol,"36,849 kms",1197,Manual,20.36 kmpl,5,Red,78.9,Ventilated Disc,Drum,,1550,1595,3585,-,8.5,,https://www.cardekho.com/used-cars+in+mumbai,3.09 Lakh
8249,2012 Hyundai i10,Petrol,"37,644 kms",1197,Automatic,20.36 kmpl,5,Other,78.9,Ventilated Disc,Drum,,1550,1595,3585,-,5.5,,https://www.cardekho.com/used-cars+in+mumbai,2.85 Lakh
8250,2016 Mahindra KUV 100,Petrol,"20,219 kms",1198,Automatic,18.15 kmpl,5,White,82,Disc,Drum,243-litres,1655,1715,3675,-,8,160 kmph,https://www.cardekho.com/used-cars+in+mumbai,3.52 Lakh
8251,2013 Mahindra XUV500,Diesel,"85,820 kms",2179,Manual,16 kmpl,7,Silver,140,Disc,Disc,720-litres,1785,1890,4585,2510,8.5,185 Kmph,https://www.cardekho.com/used-cars+in+mumbai,5.49 Lakh
8252,2011 Maruti Alto K10,Petrol,"36,416 kms",998,Manual,20.92 kmpl,5,White,67.1,Ventilated Disc,Drum,,1460,1475,3620,1185,5.5,,https://www.cardekho.com/used-cars+in+mumbai,1.87 Lakh
8253,2012 Mahindra XUV500,Diesel,"1,08,871 kms",2179,Manual,15.1 kmpl,7,Other,140,Disc & Caliper Type,Disc & Caliper Type,,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+mumbai,5.3 Lakh
