,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
343,2018 Toyota Yaris J BSIV,"24,578 kms • Petrol • Manual",1496 ,17.1,5,Maroon,105.5,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2018,Power,₹ 8.52 Lakh
344,2017 Maruti Ignis 1.2 AMT Delta BSIV,"28,813 kms • Petrol • Automatic",1197 ,20.89,5,Blue,81.80,Disc,Drum,260-litres,1595,1690,3700,-,-,First Owner,2017,Electrical,₹ 5.99 Lakh
345,2019 Hyundai i20 Sportz Plus CVT BSIV,"9,072 kms • Petrol • Automatic",1197 ,17.4,5,Grey,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2019,Power,₹ 8.65 Lakh
346,2012 Maruti Swift VXI,"85,438 kms • Petrol • Manual",1197 ,18.6,5,Grey,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2012,Power,₹ 4.35 Lakh
347,2017 Maruti Swift ZXI BSIV,"65,356 kms • Petrol • Manual",1197 ,22,5,White,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2017,Power,₹ 6.31 Lakh
348,2019 Kia Seltos GTX Plus,"31,965 kms • Petrol • Manual",1353 ,16.5,5,Maroon,138.08,Disc,Disc,433,1645,1800,4315,-,-,Second Owner,2019,Electric,₹ 14.98 Lakh
349,2018 Honda City i-VTEC V,"53,741 kms • Petrol • Manual",1497 ,17.4,5,Black,117.6,Ventilated Disc,Drum,510,1495,1695,4440,1436,189 kmph,First Owner,2018,Power,₹ 8.83 Lakh
350,2018 Hyundai Creta 1.6 SX,"25,335 kms • Petrol • Manual",1591 ,15.8,5,Silver,121.3,Disc,Drum,400,1665,1780,4270,-,-,Second Owner,2018,Power,₹ 10.90 Lakh
351,2017 Tata Tiago 1.2 Revotron XZA,"51,896 kms • Petrol • Automatic",1199 ,23.84,5,Red,83.83,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.40 Lakh
352,2018 Maruti Omni 5 Seater BSIV,"33,000 kms • Petrol • Manual",796 ,14,5,Silver,35 ,Disc,Drum,210-Liter,1640,1410,3370,1235,95 kmph,Second Owner,2018,Manual,₹ 3.28 Lakh
353,2008 Chevrolet Aveo 1.4 LS Limited Edition,"1,20,000 kms • Petrol • Manual",1399 ,14.4,5,Black,94,Ventilated Disc,Self-Adjusting Drum,400 litres,"1,505 ","1,710 ","4,310 ","1,505 ",170 kmph,Third Owner,2008,Power,₹ 1.60 Lakh
354,2020 Mahindra TUV 300 T10 Dual Tone BSIV,"40,000 kms • Diesel • Manual",1493 ,18.49,7,Silver,100,Disc,Drum,384-litres,1817,1795,3995,2225,156 Kmph,First Owner,2020,Power,₹ 9 Lakh
355,2008 Hyundai i10 Era,"80,000 kms • Petrol • Manual",1086 ,19.81,5,Gray,68.05,Ventilated Disc,Drum,225-litres,1550,1595,3585,-,165 Kmph,Second Owner,2008,Power,₹ 2.20 Lakh
356,2018 Hyundai Creta 1.6 SX,"35,000 kms • Petrol • Manual",1591 ,15.8,5,Orange,121.3,Disc,Drum,400,1665,1780,4270,-,-,First Owner,2018,Power,₹ 12.75 Lakh
357,2019 Kia Seltos GTX Plus DCT,"40,000 kms • Petrol • Automatic",1353 ,16.5,5,White,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 16.75 Lakh
358,2009 Honda Jazz S,"41,000 kms • Petrol • Manual",1198 ,16,5,Black,90(66),Disc,Drum,-,1535,1695,3900,-,165 kmph,Third Owner,2009,Power,₹ 3.65 Lakh
359,2019 Honda Accord Hybrid,"1,600 kms • Petrol • Automatic",1993 ,23.1,5,Grey,143.016,Ventilated Disc,Disc,-,1464,1849,4933,1995Kg,-,Second Owner,2019,Electric,₹ 33 Lakh
360,2012 Maruti Ertiga VDI,"99,969 kms • Diesel • Manual",1248 ,20.77,7,Brown,88.76,Disc,Drum,135-liters,1685,1695,4265,1845,160 kmph,First Owner,2012,Power,₹ 6.42 Lakh
361,2016 Renault KWID RXT Optional,"15,886 kms • Petrol • Manual",799 ,25.17,5,Black,53.3,Disc,Drum,300,1478,1579,3679,-,135 Kmph,First Owner,2016,Power,₹ 3.95 Lakh
362,2020 Renault KWID 1.0 RXL AMT,"11,731 kms • Petrol • Automatic",999 ,22,5,Silver,67,Disc,Drum,279,1474,1579,3731,-,-,First Owner,2020,Electric,₹ 5.17 Lakh
363,2014 Maruti Alto K10 VXI,"32,722 kms • Petrol • Manual",998 ,23.95,5,Silver,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,145 Kmph,First Owner,2014,Power,₹ 3.37 Lakh
364,2020 Hyundai Grand i10 Nios AMT Asta,"12,554 kms • Petrol • Automatic",1197 ,20.7,5,Blue,81.86,Disc,Drum,-,1520,1680,3805,-,-,First Owner,2020,Electric,₹ 8.29 Lakh
365,2021 Kia Sonet 1.5 HTX Diesel,"14,649 kms • Diesel • Manual",1493 ,-,5,Blue,98.63,Disc,Drum,392,1642,1790,3995,-,-,First Owner,2021,Electric,₹ 11.98 Lakh
366,2014 Maruti Swift VVT VXI,"12,872 kms • Petrol • Manual",1197 ,22,5,Grey,81.80,Disc,Drum,-,1530,1735,3840,1315s,-,First Owner,2014,Power,₹ 5.50 Lakh
367,2018 Maruti Baleno 1.3 Sigma,"74,925 kms • Diesel • Manual",1248 ,27.39,5,Red,74,Disc,Drum,339-litres,1510,1745,3995,1430,170 Kmph,First Owner,2018,Power,₹ 6.44 Lakh
368,2015 Maruti Swift ZXI BSIV,"16,779 kms • Petrol • Manual",1197 ,22,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Power,₹ 6.16 Lakh
369,2019 Kia Seltos GTX Plus DCT,"10,427 kms • Petrol • Automatic",1353 ,16.5,5,White,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 18.70 Lakh
370,2018 Volkswagen Polo 1.0 MPI Highline,"38,112 kms • Petrol • Manual",999 ,18.78,5,Black,75,Disc,Drum,280,1469,1682,3971,1500Kg,165 kmph,First Owner,2018,Power,₹ 7.93 Lakh
371,2014 Maruti Swift VVT VXI,"82,746 kms • Petrol • Manual",1197 ,22,5,Grey,81.80,Disc,Drum,-,1530,1735,3840,1315s,-,First Owner,2014,Power,₹ 4.91 Lakh
372,2015 Audi A3 cabriolet 40 TFSI Premium Plus,"22,000 kms • Petrol • Automatic",1798 ,16.6,4,Red,177,Ventilated Disc,Disc,320,1409,1960,4421,1930,240 Kmph,First Owner,2015,Power,₹ 39.50 Lakh
373,2012 Skoda Rapid 1.6 MPI Ambition,"1,20,000 kms • Petrol • Manual",1598 ,15,5,White,105,Disc,Drum,460-litres,1466,1699,4386,1674,-,Fourth Owner,2012,Power,₹ 3 Lakh
374,2020 Hyundai Venue SX iMT,"15,000 kms • Petrol • Manual",998 ,18,5,Other,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2020,Electric,₹ 10 Lakh
375,2016 Hyundai Creta 1.6 VTVT S,"46,000 kms • Petrol • Manual",1591 ,15.29,5,SILKY SILVER,121.3,Disc,Drum,400-litres,1630,1780,4270,-,165 Kmph,First Owner,2016,Power,₹ 9.15 Lakh
376,2014 Audi A3 35 TDI Technology,"66,000 kms • Diesel • Automatic",1968 ,20.38,5,Black,143,Ventilated Disc,Disc,425-litres,1416,1960,4456,1890,215 kmph,Second Owner,2014,Power,₹ 15.50 Lakh
377,2022 Skoda Kushaq 1.5 TSI Style,"15,488 kms • Petrol • Manual",1498 ,17.95,5,Orange,147.51,Disc,Drum,385/1405,1612,1760,4225,1685 ,150.82,First Owner,2022,Electric,₹ 19.95 Lakh
378,2012 Mahindra Scorpio VLX 2WD AIRBAG BSIV,"1,20,000 kms • Diesel • Manual",2179 ,12.05,8,White,120,Disc,Drum,-,1975,1817,4430,2510,-,Third Owner,2012,Power,₹ 5.45 Lakh
379,2013 Hyundai Verna 1.6 SX,"88,000 kms • Diesel • Manual",1582 ,22.32,5,S BEIGE,126.32,Disc,Disc,465-litre,1475,1700,4370,-,190km/hr,Third Owner,2013,Power,₹ 5.80 Lakh
380,2020 Honda City ZX CVT,"17,294 kms • Petrol • Automatic",1498 ,18.3,5,Black,119.35,Ventilated Disc,Drum,506,1489,1748,4549,1482-1528,-,First Owner,2020,Electric,₹ 13.27 Lakh
381,2017 Honda WR-V i-VTEC VX,"59,915 kms • Petrol • Manual",1199 ,17.5,5,Silver,88.7,Ventilated Disc,Drum,363 Litres,1601,1734,3999,-,164.26 kmph,First Owner,2017,Electric,₹ 7.50 Lakh
382,2021 Toyota Yaris G CVT,"33,125 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 11.51 Lakh
383,2018 Ford Ecosport 1.5 Petrol Titanium BSIV,"16,046 kms • Petrol • Manual",1497 ,17,5,Brown,121.31,Ventilated Disc,Drum,352-litres,1647,1765,3998,1660Kg,-,Second Owner,2018,Power,₹ 8.97 Lakh
384,2012 Maruti Alto 800 LXI,"40,633 kms • Petrol • Manual",796 ,22.74,5,White,47.3,Solid Disc,Drum,177-litres,1475,1490,3395,1185,140 kmph,First Owner,2012,Power,₹ 2.81 Lakh
385,2019 Kia Seltos GTX Plus DCT,"38,055 kms • Petrol • Automatic",1353 ,16.5,5,Black,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 18.44 Lakh
386,2019 Renault KWID 1.0 RXT Opt BSIV,"3,991 kms • Petrol • Manual",999 ,23.01,5,Red,67,Disc,Drum,279,1478,1579,3731,-,-,First Owner,2019,Power,₹ 4.89 Lakh
387,2019 Maruti Swift VXI,"43,160 kms • Petrol • Manual",1197 ,21.21,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2019,Electric,₹ 6.92 Lakh
388,2016 Maruti Alto 800 LXI,"16,935 kms • Petrol • Manual",796 ,22.74,5,White,47.3,Solid Disc,Drum,177-litres,1475,1490,3395,1185,140 kmph,First Owner,2016,Power,₹ 3.32 Lakh
389,2018 Maruti Vitara Brezza ZDi,"81,270 kms • Diesel • Manual",1248 ,24.3,5,Red,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2018,Power,₹ 8.46 Lakh
390,2019 Hyundai i20 Sportz Plus CVT BSIV,"15,674 kms • Petrol • Automatic",1197 ,17.4,5,Silver,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,Second Owner,2019,Power,₹ 8.04 Lakh
391,2018 Maruti Swift AMT VXI BSIV,"35,814 kms • Petrol • Automatic",1197 ,22,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2018,Power,₹ 6.99 Lakh
392,2009 Hyundai i10 Sportz,"40,000 kms • Petrol • Manual",1197 ,20.36,5,Red,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,Second Owner,2009,Power,₹ 2.75 Lakh
393,2006 Toyota Innova 2.5 V Diesel 7-seater,"1,20,000 kms • Diesel • Manual",2494 ,12.8,7,Silver,102,Ventilated Disc,Drum,-,"1,755 ","1,770 ","4,580 ",2300 ,151 kmph,First Owner,2006,Power,₹ 5.60 Lakh
394,2010 Hyundai i20 1.2 Sportz Option,"50,000 kms • Petrol • Manual",1197 ,17,5,Grey,80 PS at 5200 rpm,Disc,Drum,295 Lit,1505 ,1710 ,3940 ,-,-,Second Owner,2010,Power,₹ 3.30 Lakh
395,2020 Mahindra XUV500 W11 BSIV,"20,000 kms • Diesel • Manual",2179 ,15.1,7,Silver,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,First Owner,2020,Power,₹ 18.75 Lakh
396,2018 BMW 5 Series 520d Sport Line,"29,000 kms • Diesel • Automatic",1995 ,22.48,5,Blue,187.74,Ventilated Disc,Ventilated Disc,520-litres,1466,2126,4936,-,235 kmph,First Owner,2018,Power,₹ 46 Lakh
397,2014 Audi Q5 2.0 TDI Premium Plus,"65,000 kms • Diesel • Automatic",1968 ,14.16,5,Blue,174.3,Ventilated Disc,Disc,540-litres,1655,2089,4629,2430,200 Kmph,First Owner,2014,Power,₹ 24.45 Lakh
398,2020 Kia Carnival Limousine,"30,000 kms • Diesel • Automatic",2199 ,14.11,7,White,197.26,Disc,Disc,540,1755,1985,5115,-,-,First Owner,2020,-,₹ 34.90 Lakh
399,2021 Hyundai Santro Sportz,"30,000 kms • Petrol • Manual",1086 ,20.3,5,Gray,68.05,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,First Owner,2021,Electric,₹ 5 Lakh
400,2018 Maruti Swift AMT VXI,"29,753 kms • Petrol • Automatic",1197 ,21.21,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,Second Owner,2018,Electric,₹ 7.14 Lakh
401,2019 Tata Nexon 1.2 Revotron XZA Plus,"25,661 kms • Petrol • Automatic",1198 ,17,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,Second Owner,2019,Power,₹ 11 Lakh
402,2020 Maruti Ignis Sigma,"30,203 kms • Petrol • Manual",1197 ,20.89,5,White,81.80,Disc,Drum,260,1595,1690,3700,-,-,First Owner,2020,Electric,₹ 5.29 Lakh
403,2015 Maruti Celerio VXI AT,"46,482 kms • Petrol • Automatic",998 ,23.1,5,Grey,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,Second Owner,2015,Power,₹ 4.04 Lakh
404,2010 Maruti Ritz VXi,"75,030 kms • Petrol • Manual",1197 ,18.5,5,Blue,85.80,Ventilated Disc,Drum,236-liters,1620,1680,3775,1430,156 Kmph,First Owner,2010,Power,₹ 3.14 Lakh
405,2021 Tata Nexon XZ Plus,"26,199 kms • Petrol • Manual",1199 ,17.33,5,Grey,118.35,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2021,Electric,₹ 11.45 Lakh
406,2013 Nissan Micra Active XV Petrol,"87,147 kms • Petrol • Manual",1198 ,19.49,5,Red,67.04,Ventilated Disc,Drum,251-litres,1530,1665,3801,-,160 Kmph,First Owner,2013,Power,₹ 3.40 Lakh
407,2019 Kia Seltos HTX Plus Diesel,"40,205 kms • Diesel • Manual",1493 ,20.8,5,Silver,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 12.76 Lakh
408,2019 Kia Seltos GTX DCT,"32,911 kms • Petrol • Automatic",1353 ,16.2,5,Silver,138,Disc,Drum,433,1645,1800,4315,-,-,Second Owner,2019,Power,₹ 15.36 Lakh
409,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT,"15,186 kms • Petrol • Automatic",1496 ,14.7,5,Blue,120.69,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,First Owner,2020,Electric,₹ 12.40 Lakh
410,2019 Maruti Ciaz Alpha BSIV,"28,910 kms • Petrol • Manual",1462 ,21.56,5,Grey,103.25,Ventilated Disc,Drum,510-litres,1485 ,1730 ,4490 ,1520 Kg,-,First Owner,2019,Power,₹ 10.09 Lakh
411,2015 Volkswagen Polo 1.2 MPI Highline,"40,672 kms • Petrol • Manual",1198 ,16.47,5,Grey,74,Disc,Drum,280-liters,1469,1682,3971,1520,165 kmph,First Owner,2015,Power,₹ 6.22 Lakh
412,2017 Audi A4 35 TDI Premium Plus,"27,000 kms • Diesel • Automatic",1968 ,18.25,5,White,187.74,Ventilated Disc,Disc,480-litres,1427,1842,4726,2075Kg,237 kmph,First Owner,2017,Power,₹ 30 Lakh
413,2019 Renault Duster RXS Option CVT BSIV,"25,000 kms • Petrol • Automatic",1498 ,13.9,5,Other,105,Disc,Drum,475,1695,1822,4360,-,-,Second Owner,2019,Power,₹ 8.75 Lakh
414,2021 Mahindra XUV300 W8 AMT Optional Diesel BSIV,"19,000 kms • Diesel • Automatic",1497 ,20,5,Blue,115,Disc,Disc,259 L,1627 ,1821 ,3995 ,-,175 kmph,First Owner,2021,Power,₹ 14.25 Lakh
415,2014 Mercedes-Benz A Class A180 CDI,"53,000 kms • Diesel • Automatic",2143 ,20,5,White,107.3,Disc,Disc,341-litres,1433,1780,4292,2000,190km/hr,Third Owner,2014,Power,₹ 13.50 Lakh
416,2017 Honda City 1.5 V MT Exclusive,"22,500 kms • Petrol • Manual",1497 ,17,5,MODERN STEEL METALLIC,"118PS at 6,600 rpm",Disc,Drum,506 litres,1480,1695,4420,-,-,Second Owner,2017,Power,₹ 8.75 Lakh
417,2016 Toyota Innova Crysta 2.4 VX MT 8 STR,"1,57,000 kms • Diesel • Manual",2393 ,13.68,8,White,147.51,Disc,Drum,-,1795,1830,4735,2500,-,First Owner,2016,Power,₹ 18.85 Lakh
418,2022 Kia Seltos GTX Plus DCT,"2,000 kms • Petrol • Automatic",1353 ,16.5,5,Black,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2022,Electric,₹ 19.65 Lakh
419,2018 Honda City 1.5 V MT Exclusive,"9,982 kms • Petrol • Manual",1497 ,17,5,Golden Brown,"118PS at 6,600 rpm",Disc,Drum,506 litres,1480,1695,4420,-,-,First Owner,2018,Power,₹ 9.45 Lakh
420,2014 Maruti Wagon R Stingray VXI,"88,919 kms • Petrol • Manual",998 ,20.51,5,Grey,67.04,Ventilated Disc,Drum,180-liters,1670,1475,3636,1350,150 Kmph,First Owner,2014,Power,₹ 3.95 Lakh
421,2015 Hyundai i20 Asta 1.2,"89,201 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2015,Power,₹ 5.81 Lakh
422,2022 Skoda Slavia 1.0 TSI Ambition,"3,436 kms • Petrol • Manual",999 ,19.47,5,White,113.98,Disc,Drum,521 Litres,1507,1752,4541,1630,-,First Owner,2022,Electric,₹ 13.95 Lakh
423,2016 Maruti Ciaz VXi Option,"72,206 kms • Petrol • Manual",1373 ,20.73,5,Brown,91.1,Ventilated Disc,Drum,510-litres,1485,1730,4490,1490,190 kmph,First Owner,2016,Power,₹ 5.91 Lakh
424,2020 Toyota Yaris VX CVT,"22,472 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Disc,476,1495,1730,4425,1580,-,Second Owner,2020,Power,₹ 12.26 Lakh
425,2021 Hyundai Venue SX iMT,"20,478 kms • Petrol • Manual",998 ,18,5,Blue,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 10.40 Lakh
426,2021 Maruti S-Presso VXI Opt CNG,"24,924 kms • CNG • Manual",998 ,-,4,Orange,58.33,Ventilated Disc,Drum,-,1564,1520,3565,1170,-,First Owner,2021,Power,₹ 5.44 Lakh
427,2018 Maruti Swift Dzire AMT ZDI Plus,"51,565 kms • Diesel • Automatic",1248 ,28.4,5,Blue,74.02,Disc,Drum,378,1515,1735,3995,1405Kg,-,First Owner,2018,Power,₹ 8.80 Lakh
428,2020 Toyota Yaris J,"16,589 kms • Petrol • Manual",1496 ,17.1,5,Blue,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2020,Power,₹ 9.72 Lakh
429,2016 Hyundai i20 Asta Option 1.2,"35,583 kms • Petrol • Manual",1197 ,18.6,5,Grey,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2016,Power,₹ 7.37 Lakh
430,2020 Renault Triber RXZ,"18,629 kms • Petrol • Manual",999 ,20,7,Red,71.01,Disc,Drum,84,1643,1739,3991,-,-,First Owner,2020,Electric,₹ 7.17 Lakh
431,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT,"15,825 kms • Petrol • Automatic",1496 ,14.7,5,Red,120.69,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,Second Owner,2020,Electric,₹ 10.93 Lakh
432,2018 BMW X3 xDrive 30i Luxury Line,"22,508 kms • Petrol • Automatic",1998 ,13.17,5,White,248.08,Disc,Disc,485,1676,1891,4708,-,240 kmph,First Owner,2018,Power,₹ 50.85 Lakh
433,2018 BMW 3 Series GT Luxury Line,"41,956 kms • Diesel • Automatic",1995 ,21.76,5,Blue,188,Disc,Disc,520,1508,1828,4824,-,226 Kmph,First Owner,2018,Power,₹ 39.95 Lakh
434,2016 Renault Pulse Petrol RxL,"32,544 kms • Petrol • Manual",1198 ,18.06,5,Silver,74.93,Ventilated Disc,Drum,251-litres,1530,1665,3805,-,158 Kmph,First Owner,2016,Power,₹ 3.50 Lakh
435,2017 Audi A4 35 TDI Premium Plus,"28,000 kms • Diesel • Automatic",1968 ,18.25,5,White,187.74,Ventilated Disc,Disc,480-litres,1427,1842,4726,2075Kg,237 kmph,First Owner,2017,Power,₹ 30.50 Lakh
436,2014 Chevrolet Enjoy TCDi LT 8 Seater,"1,20,000 kms • Diesel • Manual",1248 ,18.2,8,Red,73.8,Disc,Drum,195-litres,1750,1680,4305,1930,-,Third Owner,2014,Power,₹ 3 Lakh
437,2011 Toyota Fortuner 3.0 Diesel,"1,39,000 kms • Diesel • Manual",2982 ,11.5,7,Silver,171 PS,Ventilated Disc,Leading-Trailing Drum,-,1850 ,1840 ,4695 ,2510 ,176 Kmph,Third Owner,2011,Power,₹ 12.50 Lakh
438,2018 Ford Ecosport 1.5 Diesel Titanium,"72,000 kms • Diesel • Manual",1498 ,21.7,5,Silver,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,-,First Owner,2018,Electric,₹ 9.75 Lakh
439,2008 Hyundai i10 Sportz,"50,000 kms • Petrol • Manual",1197 ,20.36,5,Other,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,Fourth Owner,2008,Power,₹ 1.98 Lakh
440,2019 Kia Seltos GTX Plus,"49,415 kms • Petrol • Manual",1353 ,16.5,5,Maroon,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 18.36 Lakh
441,2011 Maruti Ritz ZXi,"74,424 kms • Petrol • Manual",1197 ,18.5,5,Red,85.80,Ventilated Disc,Drum,236-liters,1620,1680,3775,1430,156 Kmph,First Owner,2011,Power,₹ 3.65 Lakh
442,2019 Kia Seltos GTX DCT,"55,050 kms • Petrol • Automatic",1353 ,16.2,5,Red,138,Disc,Drum,433,1645,1800,4315,-,-,First Owner,2019,Power,₹ 15.66 Lakh
443,2018 Ford Freestyle Titanium Petrol BSIV,"62,585 kms • Petrol • Manual",1194 ,19,5,White,94.68,Ventilated Disc,Drum,257,1570,1737,3954,-,144.93 kmph,Second Owner,2018,Power,₹ 6.15 Lakh
444,2021 Maruti Ciaz Zeta AT,"6,775 kms • Petrol • Automatic",1462 ,20.04,5,Blue,103.25,Ventilated Disc,Drum,510,1485,1730,4490,1530,-,First Owner,2021,Power,₹ 10.63 Lakh
445,2020 Hyundai Aura SX Option,"25,161 kms • Petrol • Manual",1197 ,20.5,5,White,81.86,Disc,Drum,-,1520,1680,3995,-,-,First Owner,2020,Electric,₹ 8.43 Lakh
446,2021 Hyundai Venue S Plus,"9,932 kms • Petrol • Manual",1197 ,17.52,5,White,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,Second Owner,2021,Electric,₹ 9.14 Lakh
447,2021 Mahindra Thar LX 4-Str Hard Top Diesel,"26,069 kms • Diesel • Manual",2184 ,15.2,4,Grey,130,Disc,Drum,-,1844,1855,3985,-,-,First Owner,2021,Power,₹ 16.39 Lakh
448,2017 Maruti Celerio ZXI AT,"43,632 kms • Petrol • Automatic",998 ,23.1,5,Blue,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2017,Power,₹ 5.35 Lakh
449,2016 Volkswagen Vento 1.6 Highline,"51,770 kms • Petrol • Manual",1598 ,16.09,5,Golden,103.2,Ventilated Disc,Drum,494,1467,1699,4390,1680,185 Kmph,Second Owner,2016,Power,₹ 7.86 Lakh
450,2021 Tata Nexon XM,"35,129 kms • Petrol • Manual",1199 ,17.33,5,Black,118.35,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2021,Electric,₹ 10.04 Lakh
451,2016 Hyundai i20 Sportz 1.2,"71,333 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 6.25 Lakh
452,2014 Maruti Ritz VXi,"99,000 kms • Petrol • Manual",1197 ,18.5,5,Silver,85.80,Ventilated Disc,Drum,236-liters,1620,1680,3775,1430,156 Kmph,First Owner,2014,Power,₹ 4.95 Lakh
453,2022 Toyota Urban cruiser High AT,"15,000 kms • Petrol • Automatic",1462 ,18.76,5,White,103.26,Ventilated Disc,Drum,328,1640,1790,3995,1600,-,First Owner,2022,Electronic,₹ 10.96 Lakh
454,2013 Honda Brio S MT,"66,000 kms • Petrol • Manual",1198 ,19.4,5,Silver,86.8,Disc,Drum,175-litres,1500,1680,3610,-,164 Kmph,First Owner,2013,Power,₹ 4 Lakh
455,2015 Skoda Octavia Elegance 2.0 TDI AT,"64,000 kms • Diesel • Automatic",1968 ,19.3,5,Silver,141,Disc,Disc,590-litres,1476,1814,4659,1915,216 kmph,First Owner,2015,Power,₹ 14.50 Lakh
456,2008 Honda Civic 1.8 V MT,"70,000 kms • Petrol • Manual",1799 ,13.5,5,Silver,130,Ventilated Disc,Disc,405 liters,1450,1750,4545,-,-,Second Owner,2008,Power,₹ 3.85 Lakh
457,2020 Kia Carnival Prestige,"33,000 kms • Diesel • Automatic",2199 ,14.11,7,White,197.26,Disc,Disc,540,1755,1985,5115,-,-,First Owner,2020,-,₹ 28.75 Lakh
458,2016 Maruti Swift VXI,"33,000 kms • Petrol • Manual",1197 ,21.21,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2016,Electric,₹ 6.25 Lakh
459,2007 Maruti Wagon R LXI Minor,"70,000 kms • Petrol • Manual",1061 ,18.9,5,Silver,67,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,First Owner,2007,Power,₹ 1.40 Lakh
460,2015 Maruti Celerio VXI AT,"36,103 kms • Petrol • Automatic",998 ,23.1,5,Grey,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2015,Power,₹ 4.80 Lakh
461,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT,"11,471 kms • Petrol • Automatic",1496 ,14.7,5,White,120.69,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,First Owner,2020,Electric,₹ 11.88 Lakh
462,2019 Maruti Baleno Delta CVT,"24,250 kms • Petrol • Automatic",1197 ,19.56,5,Blue,81.80,Disc,Drum,339-litres,1510,1745,3995,1360,-,First Owner,2019,Electric,₹ 8.34 Lakh
463,2018 Maruti Swift VXI,"31,513 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2018,Electric,₹ 7.07 Lakh
464,2017 Tata Tiago 1.2 Revotron XZ,"27,293 kms • Petrol • Manual",1199 ,23.84,5,White,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.02 Lakh
465,2021 Renault Duster RXZ Turbo,"7,088 kms • Petrol • Manual",1330 ,16.42,5,Silver,153.866,Disc,Drum,475,1695,1822,4360,-,-,First Owner,2021,Power,₹ 11.99 Lakh
466,2019 Hyundai i20 Sportz Plus CVT BSIV,"30,210 kms • Petrol • Automatic",1197 ,17.4,5,Grey,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2019,Power,₹ 8.02 Lakh
